,mean,cvar,min,max,mean_test,cvar_test,max_test
0,-0.43107038736343384,-0.0011823137756437063,-3.7323148250579834,0.0026273883413523436,-0.431963175535202,-0.001240573707036674,0.0017183665186166763
1,-0.4316587448120117,-0.00240941159427166,-3.682903289794922,0.00661094393581152,-0.43271496891975403,-0.00266492972150445,0.0039868950843811035
2,-0.4324420690536499,-0.004315392579883337,-3.6151461601257324,0.010614557191729546,-0.43368297815322876,-0.004743184894323349,0.007567240856587887
3,-0.4334110617637634,-0.0065193502232432365,-3.5289711952209473,0.015572018921375275,-0.43492093682289124,-0.00701748114079237,0.011172648519277573
4,-0.4346602261066437,-0.009907076135277748,-3.4238314628601074,0.01590944640338421,-0.4363246262073517,-0.009945336729288101,0.012069178745150566
5,-0.43618178367614746,-0.013735014945268631,-3.2949140071868896,0.016005106270313263,-0.438026487827301,-0.013456333428621292,0.0125364288687706
6,-0.4379417598247528,-0.017413239926099777,-3.1438424587249756,0.017519790679216385,-0.44005316495895386,-0.017054753378033638,0.01384345069527626
7,-0.43981170654296875,-0.021128350868821144,-2.9807677268981934,0.019754353910684586,-0.44222956895828247,-0.02038012444972992,0.015161041170358658
8,-0.4417472779750824,-0.024680104106664658,-2.8139121532440186,0.02231600508093834,-0.444430410861969,-0.023191792890429497,0.016473203897476196
9,-0.4436812996864319,-0.028073947876691818,-2.648259162902832,0.022121138870716095,-0.4465644657611847,-0.025394348427653313,0.01819460093975067
10,-0.4454939663410187,-0.03100261464715004,-2.489799976348877,0.023887857794761658,-0.4486027956008911,-0.02742575667798519,0.0222172774374485
11,-0.4470871686935425,-0.033500973135232925,-2.349649429321289,0.02367127686738968,-0.4503646790981293,-0.028973979875445366,0.026298578828573227
12,-0.44837263226509094,-0.035645920783281326,-2.233069896697998,0.022308900952339172,-0.451722651720047,-0.030191564932465553,0.03031880408525467
13,-0.44941243529319763,-0.037449609488248825,-2.1368043422698975,0.019791342318058014,-0.45280805230140686,-0.031107550486922264,0.034680504351854324
14,-0.45022979378700256,-0.03880869969725609,-2.058990001678467,0.01695835590362549,-0.4536893963813782,-0.03185664862394333,0.03629332780838013
15,-0.4508495032787323,-0.03995267301797867,-1.995669960975647,0.017317064106464386,-0.4543324410915375,-0.03251213580369949,0.037921227514743805
16,-0.45125076174736023,-0.04119030013680458,-1.9511499404907227,0.01768394187092781,-0.45466578006744385,-0.033055052161216736,0.036838676780462265
17,-0.4516133964061737,-0.04221390560269356,-1.9119189977645874,0.01903092861175537,-0.45498931407928467,-0.03340248018503189,0.03737293928861618
18,-0.4518822729587555,-0.043084535747766495,-1.882088541984558,0.01932607963681221,-0.4552077651023865,-0.03400571644306183,0.03543521836400032
19,-0.4519630968570709,-0.043851885944604874,-1.8671905994415283,0.01910027116537094,-0.45518189668655396,-0.034201815724372864,0.03470195084810257
20,-0.45202434062957764,-0.04447252303361893,-1.8562607765197754,0.01707884669303894,-0.45520392060279846,-0.03446204587817192,0.03437086194753647
21,-0.45202022790908813,-0.04510192945599556,-1.8469862937927246,0.016512054949998856,-0.45516476035118103,-0.03507111221551895,0.031228478997945786
22,-0.45212358236312866,-0.04569891095161438,-1.8318783044815063,0.015852268785238266,-0.45525333285331726,-0.03532226383686066,0.03238801285624504
23,-0.45214688777923584,-0.046552613377571106,-1.825079321861267,0.017606325447559357,-0.4551728367805481,-0.035860877484083176,0.032395005226135254
24,-0.4522433280944824,-0.047154370695352554,-1.8174779415130615,0.019149094820022583,-0.45520007610321045,-0.036668721586465836,0.03192881494760513
25,-0.4523274302482605,-0.047856710851192474,-1.8084399700164795,0.017692696303129196,-0.45518794655799866,-0.03721366450190544,0.02805323898792267
26,-0.4523048996925354,-0.048223577439785004,-1.8073058128356934,0.018176428973674774,-0.4551151990890503,-0.037686895579099655,0.031337887048721313
27,-0.45234769582748413,-0.04901823401451111,-1.7987372875213623,0.014688558876514435,-0.45511072874069214,-0.038508109748363495,0.02598022297024727
28,-0.4522712528705597,-0.049653518944978714,-1.7911276817321777,0.014699596911668777,-0.4550008177757263,-0.038549575954675674,0.026187341660261154
29,-0.4522702693939209,-0.050299689173698425,-1.7860947847366333,0.013200722634792328,-0.45510321855545044,-0.039588846266269684,0.02538699097931385
30,-0.4522216022014618,-0.05065493285655975,-1.7799537181854248,0.011100009083747864,-0.4550614655017853,-0.04000229015946388,0.027795568108558655
31,-0.452255517244339,-0.05128362774848938,-1.7748606204986572,0.01307627186179161,-0.4549964368343353,-0.0405513271689415,0.028524786233901978
32,-0.45236700773239136,-0.05201129615306854,-1.761326551437378,0.008307188749313354,-0.4550618827342987,-0.041222408413887024,0.027626246213912964
33,-0.45243245363235474,-0.052891649305820465,-1.7580182552337646,0.008075237274169922,-0.45497411489486694,-0.0424327552318573,0.024116497486829758
34,-0.45243561267852783,-0.05351831391453743,-1.7430329322814941,0.008818387985229492,-0.4550926685333252,-0.042618751525878906,0.02540331706404686
35,-0.4524390399456024,-0.05426665395498276,-1.7363007068634033,0.007731050252914429,-0.4549766778945923,-0.04305953159928322,0.026877209544181824
36,-0.45217055082321167,-0.054863300174474716,-1.7484664916992188,0.00716497004032135,-0.45483967661857605,-0.04445963352918625,0.021910514682531357
37,-0.4522697925567627,-0.055730681866407394,-1.735093593597412,0.007058542221784592,-0.4548256993293762,-0.04477401822805405,0.025434760376811028
38,-0.4523088335990906,-0.05654694512486458,-1.716010570526123,0.006419148296117783,-0.45493632555007935,-0.04527439922094345,0.02371213771402836
39,-0.45221859216690063,-0.05729477107524872,-1.7221920490264893,0.004997145384550095,-0.4547271728515625,-0.04703620448708534,0.02460203692317009
40,-0.45241349935531616,-0.0585268959403038,-1.6918675899505615,0.003607839345932007,-0.4549901783466339,-0.047329992055892944,0.022886358201503754
41,-0.45221060514450073,-0.05919785052537918,-1.6959445476531982,0.007207613438367844,-0.4547441005706787,-0.048260003328323364,0.024802371859550476
42,-0.4522584080696106,-0.0604260116815567,-1.686277151107788,-0.0004770345985889435,-0.454706609249115,-0.04942769557237625,0.02279539592564106
43,-0.45218807458877563,-0.061409998685121536,-1.6796810626983643,0.004412878304719925,-0.4547363817691803,-0.05042145773768425,0.018409552052617073
44,-0.4519714415073395,-0.06244584918022156,-1.6766011714935303,0.004830099642276764,-0.4545207917690277,-0.051152534782886505,0.019290566444396973
45,-0.4521230459213257,-0.06356935203075409,-1.6624903678894043,0.0018483512103557587,-0.4544632136821747,-0.052465252578258514,0.020414866507053375
46,-0.45191773772239685,-0.06451212614774704,-1.6649565696716309,0.0008243061602115631,-0.4543757140636444,-0.05404419079422951,0.02057594805955887
47,-0.45206621289253235,-0.06582736223936081,-1.643845558166504,0.0008445233106613159,-0.4544139802455902,-0.05479270592331886,0.017584580928087234
48,-0.4519820511341095,-0.06694765388965607,-1.6342556476593018,-0.0010631941258907318,-0.4544264078140259,-0.05612165480852127,0.01905413717031479
49,-0.4520626366138458,-0.06805236637592316,-1.6190237998962402,0.0006599687039852142,-0.4545055031776428,-0.05719107761979103,0.0237868782132864
50,-0.45207640528678894,-0.06958995014429092,-1.6062085628509521,0.0008959546685218811,-0.4545130431652069,-0.05862770974636078,0.017875783145427704
51,-0.45190081000328064,-0.07071030139923096,-1.598780870437622,0.0001445561647415161,-0.45414596796035767,-0.060024939477443695,0.01627691276371479
52,-0.45201441645622253,-0.0724794864654541,-1.572596549987793,-0.0008169375360012054,-0.45439261198043823,-0.06096348911523819,0.014596458524465561
53,-0.45193007588386536,-0.07368823140859604,-1.5717918872833252,-0.0039969757199287415,-0.4544147253036499,-0.06326398998498917,0.014441460371017456
54,-0.4518902897834778,-0.07528360188007355,-1.5554232597351074,-0.0021560490131378174,-0.45408716797828674,-0.06346306204795837,0.018355688080191612
55,-0.4518688917160034,-0.07698148488998413,-1.541391372680664,-0.002408429980278015,-0.45424163341522217,-0.06558597832918167,0.012867957353591919
56,-0.45174017548561096,-0.07821600139141083,-1.5244309902191162,-0.001809626817703247,-0.45426011085510254,-0.0673365667462349,0.015811432152986526
57,-0.45156586170196533,-0.08011715114116669,-1.518850326538086,-0.002194482833147049,-0.4541817009449005,-0.06892823427915573,0.011645551770925522
58,-0.45169201493263245,-0.08218894153833389,-1.4980769157409668,-0.0026802942156791687,-0.4540187418460846,-0.06996464729309082,0.011574797332286835
59,-0.45145002007484436,-0.0838637426495552,-1.498460054397583,-0.0008019767701625824,-0.4538080394268036,-0.07238097488880157,0.010740380734205246
60,-0.4513213634490967,-0.0855550467967987,-1.480029582977295,-0.0027617737650871277,-0.453755259513855,-0.07390560209751129,0.012696726247668266
61,-0.45154547691345215,-0.08753211796283722,-1.4604337215423584,-0.005092356353998184,-0.45386189222335815,-0.0760558471083641,0.010433079674839973
62,-0.4515385627746582,-0.08940031379461288,-1.4383511543273926,-0.005358707159757614,-0.45397016406059265,-0.07780250906944275,0.004599343053996563
63,-0.45136481523513794,-0.09168250858783722,-1.4152579307556152,-0.009080871939659119,-0.45386192202568054,-0.07969505339860916,0.004629803821444511
64,-0.4512265622615814,-0.09409444779157639,-1.4096989631652832,-0.0036709345877170563,-0.4536983370780945,-0.08150734007358551,0.006138283759355545
65,-0.4511602818965912,-0.0962277352809906,-1.390538215637207,-0.005878370255231857,-0.45372316241264343,-0.08358002454042435,0.00207887077704072
66,-0.45124611258506775,-0.09807930886745453,-1.3726272583007812,-0.005616243928670883,-0.4536980092525482,-0.08708839118480682,-0.001664062961935997
67,-0.45117372274398804,-0.10124560445547104,-1.3554978370666504,-0.006481759250164032,-0.4534250497817993,-0.08811505138874054,-0.0017693261615931988
68,-0.4510067105293274,-0.10307758301496506,-1.3386836051940918,-0.006690178066492081,-0.45351940393447876,-0.09082561731338501,0.002679872326552868
69,-0.4510906934738159,-0.1053754985332489,-1.3141086101531982,-0.0075701139867305756,-0.4537219703197479,-0.0928448736667633,0.001191208604723215
70,-0.45097818970680237,-0.1080620214343071,-1.2993345260620117,-0.008831363171339035,-0.4533507227897644,-0.09518644958734512,-0.003669655416160822
71,-0.45060065388679504,-0.11099133640527725,-1.2861158847808838,-0.004602700471878052,-0.45338696241378784,-0.09676346927881241,-0.003715819213539362
72,-0.45093491673469543,-0.11344476789236069,-1.2516801357269287,-0.009887229651212692,-0.45356103777885437,-0.09897194057703018,-0.005895406939089298
73,-0.45083239674568176,-0.11613600701093674,-1.2442939281463623,-0.011616416275501251,-0.4533912241458893,-0.10213886946439743,-0.012332063168287277
74,-0.4507075548171997,-0.1189090833067894,-1.2230031490325928,-0.01003982499241829,-0.4534033238887787,-0.1039145216345787,-0.011855803430080414
75,-0.450624018907547,-0.12172210961580276,-1.2109606266021729,-0.012417249381542206,-0.4532119631767273,-0.10692000389099121,-0.011332087218761444
76,-0.45080891251564026,-0.12448816001415253,-1.1855254173278809,-0.013466596603393555,-0.4532362222671509,-0.10871254652738571,-0.015008427202701569
77,-0.4505353271961212,-0.12725596129894257,-1.1699368953704834,-0.01440940797328949,-0.4531190097332001,-0.11208802461624146,-0.01640130952000618
78,-0.4505022168159485,-0.13043677806854248,-1.147202968597412,-0.011347994208335876,-0.4531487226486206,-0.11350376904010773,-0.01473588403314352
79,-0.4505961537361145,-0.13333606719970703,-1.1371488571166992,-0.016519825905561447,-0.45306193828582764,-0.11653467267751694,-0.020456470549106598
80,-0.4506944715976715,-0.13585902750492096,-1.111670732498169,-0.014002453535795212,-0.45342984795570374,-0.11878257989883423,-0.017367998138070107
81,-0.45031189918518066,-0.13925153017044067,-1.0996742248535156,-0.01549249142408371,-0.4531668424606323,-0.12200094014406204,-0.022130176424980164
82,-0.4506221115589142,-0.1415673792362213,-1.076181411743164,-0.02079048752784729,-0.45325908064842224,-0.12405310571193695,-0.023566529154777527
83,-0.4506668746471405,-0.14421796798706055,-1.0460643768310547,-0.019109219312667847,-0.4536663293838501,-0.12572072446346283,-0.024098888039588928
84,-0.4504441022872925,-0.1467045396566391,-1.0404651165008545,-0.017990775406360626,-0.4533304274082184,-0.12870091199874878,-0.02513347566127777
85,-0.450703501701355,-0.14896544814109802,-1.0201771259307861,-0.024257101118564606,-0.4535652995109558,-0.13080434501171112,-0.02614293247461319
86,-0.4507470428943634,-0.15072281658649445,-0.9969260692596436,-0.01904323697090149,-0.4537431597709656,-0.13201801478862762,-0.0257806908339262
87,-0.45084595680236816,-0.15260471403598785,-0.9828681945800781,-0.01883050799369812,-0.45382463932037354,-0.13487011194229126,-0.025075480341911316
88,-0.4511823058128357,-0.1542014479637146,-0.9587464332580566,-0.020189769566059113,-0.45419076085090637,-0.13615788519382477,-0.029177941381931305
89,-0.45129552483558655,-0.15592361986637115,-0.946627140045166,-0.026843011379241943,-0.45426642894744873,-0.13739557564258575,-0.029898837208747864
90,-0.4512738585472107,-0.15726806223392487,-0.9307317733764648,-0.0058976393193006516,-0.45416009426116943,-0.13913220167160034,-0.03236547112464905
91,-0.45135101675987244,-0.15828686952590942,-0.9357385635375977,0.01941191963851452,-0.45429933071136475,-0.14101511240005493,-0.031739652156829834
92,-0.4509735703468323,-0.15925003588199615,-0.9305391311645508,0.056780196726322174,-0.4545801281929016,-0.14334087073802948,-0.026993967592716217
93,-0.45123839378356934,-0.15997271239757538,-0.9354536533355713,0.08608643710613251,-0.45441529154777527,-0.14442211389541626,-0.027863532304763794
94,-0.45155730843544006,-0.16094833612442017,-0.942340612411499,0.08243182301521301,-0.45462566614151,-0.14598989486694336,-0.03082660585641861
95,-0.45168083906173706,-0.16155320405960083,-0.955222487449646,0.09551659226417542,-0.45470842719078064,-0.1463179886341095,-0.02896410971879959
96,-0.4517037868499756,-0.1625518947839737,-0.9549777507781982,0.10278408229351044,-0.45485058426856995,-0.14711663126945496,-0.030719928443431854
97,-0.45179498195648193,-0.16311168670654297,-0.9500967860221863,0.09655235707759857,-0.45536288619041443,-0.1479397714138031,-0.029491640627384186
98,-0.4518298804759979,-0.16367946565151215,-0.958602786064148,0.1339392513036728,-0.4550427794456482,-0.1487388163805008,-0.03035052865743637
99,-0.4518664479255676,-0.16411441564559937,-0.9693259000778198,0.13403086364269257,-0.45535799860954285,-0.1491217464208603,-0.02867574244737625
100,-0.45187580585479736,-0.16469532251358032,-0.9555985331535339,0.14700937271118164,-0.45536500215530396,-0.15079495310783386,-0.03157331794500351
101,-0.45188507437705994,-0.1649291068315506,-0.9651971459388733,0.14625287055969238,-0.4554811418056488,-0.15010280907154083,-0.029164008796215057
102,-0.4520350992679596,-0.16558928787708282,-0.9604544043540955,0.16793620586395264,-0.45532602071762085,-0.1519799679517746,-0.03150087594985962
103,-0.45241668820381165,-0.16587503254413605,-0.9608409404754639,0.13141438364982605,-0.4557110369205475,-0.15109434723854065,-0.03507852554321289
104,-0.45214390754699707,-0.16617564857006073,-0.9767085313796997,0.1623172163963318,-0.4555197060108185,-0.15200577676296234,-0.032217785716056824
105,-0.4522581696510315,-0.16617950797080994,-0.9942193031311035,0.14370588958263397,-0.4558851420879364,-0.1520547866821289,-0.037040308117866516
106,-0.4521472156047821,-0.1665227711200714,-0.9690877199172974,0.16462910175323486,-0.4554978013038635,-0.15304724872112274,-0.030546650290489197
107,-0.45202013850212097,-0.1669994294643402,-0.9782118797302246,0.17692695558071136,-0.45581480860710144,-0.1530650556087494,-0.031481705605983734
108,-0.45189037919044495,-0.16712644696235657,-0.9810196757316589,0.18505258858203888,-0.45566418766975403,-0.1539362519979477,-0.032340019941329956
109,-0.4521600902080536,-0.16722899675369263,-0.9710440635681152,0.18032506108283997,-0.4559170603752136,-0.15412677824497223,-0.030766591429710388
110,-0.45207515358924866,-0.16761386394500732,-0.9688132405281067,0.17576584219932556,-0.45598316192626953,-0.15415264666080475,-0.030643239617347717
111,-0.45251592993736267,-0.1683245152235031,-0.9844900369644165,0.1646714061498642,-0.4560224711894989,-0.15407226979732513,-0.033208779990673065
112,-0.4521644413471222,-0.16858841478824615,-0.9906933903694153,0.19663068652153015,-0.4556431472301483,-0.155093252658844,-0.030219264328479767
113,-0.4523065388202667,-0.16880348324775696,-0.9835852980613708,0.17263753712177277,-0.4560602903366089,-0.15472260117530823,-0.03400042653083801
114,-0.45224490761756897,-0.1690545529127121,-0.9860230684280396,0.19402967393398285,-0.45578184723854065,-0.15505388379096985,-0.03135702759027481
115,-0.45208027958869934,-0.16910240054130554,-0.9863682985305786,0.19911500811576843,-0.4555797278881073,-0.154703751206398,-0.03582150489091873
116,-0.45248737931251526,-0.16939397156238556,-0.9969191551208496,0.17831763625144958,-0.45619940757751465,-0.15490663051605225,-0.03101801872253418
117,-0.4523855447769165,-0.16940124332904816,-0.9790784120559692,0.1764860898256302,-0.4560035467147827,-0.1553831249475479,-0.032900452613830566
118,-0.45246270298957825,-0.16956235468387604,-0.9924904704093933,0.17107032239437103,-0.4564422070980072,-0.155235156416893,-0.032879747450351715
119,-0.45194825530052185,-0.1695750206708908,-0.9805152416229248,0.21880261600017548,-0.45539528131484985,-0.1569962352514267,-0.0332966223359108
120,-0.4521673619747162,-0.1698731929063797,-0.9823310375213623,0.20481634140014648,-0.4555491805076599,-0.15605540573596954,-0.03245231509208679
121,-0.4525696933269501,-0.17004984617233276,-0.9918779730796814,0.18797887861728668,-0.45596882700920105,-0.15697164833545685,-0.03269929438829422
122,-0.4522683918476105,-0.17009907960891724,-0.9766716957092285,0.19277358055114746,-0.45612478256225586,-0.15700635313987732,-0.030725792050361633
123,-0.45225098729133606,-0.1700555682182312,-0.9692050814628601,0.20228929817676544,-0.45545345544815063,-0.1571749448776245,-0.036723166704177856
124,-0.4523981213569641,-0.17075258493423462,-0.9926364421844482,0.19637610018253326,-0.45608875155448914,-0.15715166926383972,-0.03357115387916565
125,-0.4523080587387085,-0.17029331624507904,-0.9779006838798523,0.22159729897975922,-0.4555637240409851,-0.15735818445682526,-0.03193725645542145
126,-0.45247527956962585,-0.17097488045692444,-0.9805306792259216,0.1760435551404953,-0.4562288820743561,-0.15673351287841797,-0.03480135649442673
127,-0.4522596299648285,-0.17084923386573792,-0.9903271794319153,0.19937585294246674,-0.4559592008590698,-0.156540185213089,-0.03372640907764435
128,-0.45230090618133545,-0.1709621548652649,-0.9884113073348999,0.21016237139701843,-0.45576396584510803,-0.15777647495269775,-0.036382973194122314
129,-0.45272621512413025,-0.17096298933029175,-0.9967578649520874,0.1825750172138214,-0.4561409652233124,-0.15737059712409973,-0.03458510339260101
130,-0.4522719085216522,-0.1709325760602951,-0.9910132884979248,0.20921571552753448,-0.45584651827812195,-0.15737052261829376,-0.029530681669712067
131,-0.45209217071533203,-0.17125172913074493,-0.9899574518203735,0.2200053185224533,-0.45575669407844543,-0.15759776532649994,-0.03314216434955597
132,-0.4522095322608948,-0.17132848501205444,-0.995465874671936,0.21827231347560883,-0.45568305253982544,-0.15759021043777466,-0.03484881669282913
133,-0.4524044096469879,-0.1717623919248581,-0.9877504110336304,0.19444319605827332,-0.4562118649482727,-0.1575646996498108,-0.03342211991548538
134,-0.4524320065975189,-0.17160123586654663,-0.9890850186347961,0.1972803771495819,-0.45623570680618286,-0.15825919806957245,-0.034045107662677765
135,-0.4525420665740967,-0.1718939244747162,-1.0015398263931274,0.19083158671855927,-0.45620763301849365,-0.15650437772274017,-0.03271681070327759
136,-0.45247477293014526,-0.17211803793907166,-0.9958447813987732,0.19095073640346527,-0.45599982142448425,-0.15790729224681854,-0.03552701324224472
137,-0.4524505138397217,-0.17195621132850647,-0.9952700138092041,0.20690345764160156,-0.4556870758533478,-0.1580682247877121,-0.03321129083633423
138,-0.4524540603160858,-0.17186710238456726,-0.9880921840667725,0.20354127883911133,-0.4559314548969269,-0.1585693210363388,-0.03124333918094635
139,-0.4525294899940491,-0.172490656375885,-1.0004565715789795,0.191090390086174,-0.45601117610931396,-0.15762509405612946,-0.03451382368803024
140,-0.4523753523826599,-0.17251595854759216,-0.9872527122497559,0.18160878121852875,-0.45625391602516174,-0.15825015306472778,-0.03647187352180481
141,-0.4526109993457794,-0.17260321974754333,-0.9886131882667542,0.17866772413253784,-0.45622166991233826,-0.15748938918113708,-0.035358138382434845
142,-0.452849417924881,-0.1726110577583313,-0.9834285378456116,0.14925913512706757,-0.45683911442756653,-0.15696421265602112,-0.03560638427734375
143,-0.4523128569126129,-0.17241348326206207,-0.9960775375366211,0.20842574536800385,-0.455954372882843,-0.1585490107536316,-0.030805625021457672
