,mean,cvar,min,max,Q_0,mean_test,max_test,cvar_test
239,0.45331187764070513,0.6310861348215558,0.09859955944382252,0.7949594424021158,[0.72176397],0.45192031708558467,0.8328163377749078,0.646551817256526
240,0.45331823527008597,0.6306218802598371,0.09912406079813678,0.7935126777702391,[0.73280615],0.4518887226582108,0.8347542708211148,0.6462896188272851
241,0.45365174561083155,0.6306839080378464,0.09788496800630182,0.8054154329409801,[0.7212022],0.45243216201642483,0.8411159080578835,0.6463851057807235
242,0.4540096057581188,0.6320967937230583,0.09737567300971027,0.820969898744398,[0.7269665],0.45294053547247604,0.8476929589668171,0.6478876457239275
243,0.45368766755607565,0.6308979538735212,0.09760635031195461,0.8103869915381634,[0.72135067],0.45249556775993915,0.8380757887233348,0.646346641134184
244,0.4535281518162133,0.6304367197388534,0.09805679329603698,0.8033324352465961,[0.72936386],0.45223581994302436,0.8381368103093799,0.6458103536917262
245,0.4536344453214122,0.6303750815605609,0.09767290349940116,0.807572016797931,[0.7165274],0.4523910270419728,0.8410253466210824,0.6459824670129386
246,0.45342986370190647,0.6297150155422228,0.09787570744536173,0.7983082699044485,[0.72095054],0.4520651747188843,0.8401437525728569,0.6453159381944829
247,0.4535787224607598,0.6304623552618114,0.09627739457404827,0.8069702404042376,[0.71913856],0.45239952861792493,0.8411162680179386,0.6461954129784712
248,0.45368976056259497,0.6294003964820026,0.097679082984582,0.8061596708837406,[0.71630275],0.4523695484822139,0.8517980980351706,0.6455712709748673
249,0.45340879259065736,0.629607494335053,0.09671281767964615,0.797416913182133,[0.7196181],0.45202654268774234,0.8414720931276798,0.6452152423597105
250,0.4535092138773586,0.6290016354173099,0.09719525326217596,0.7980971016247996,[0.72056186],0.45207265789249845,0.8512134739538263,0.6451112311459002
251,0.45359898461415626,0.6294713348516308,0.09605621031294728,0.8033209653583804,[0.72666866],0.4522516313733605,0.8485855449062254,0.6453999762636758
252,0.45336364538641805,0.628698159312284,0.09672120993500745,0.7932074267249847,[0.72002065],0.4518669173532971,0.8463762617133259,0.6447512271966389
253,0.4536885701086045,0.6293498860220416,0.09594136122115099,0.806964129613426,[0.72294533],0.4523613382159637,0.8524019385146828,0.6454726551568389
254,0.453460574118227,0.6289224512261061,0.09563365503741413,0.7984632274319203,[0.7197678],0.4520172120508538,0.8470113051820017,0.6447522775480535
255,0.4539287921365184,0.6298060784202104,0.09662284328090931,0.812567420122149,[0.72348225],0.4525877733484002,0.8670338156198546,0.6461815492082786
256,0.4532896233610965,0.6286361616200796,0.09616114029635082,0.7909651911306343,[0.7171738],0.45168480076217477,0.8403196690799746,0.6440733446623921
257,0.45371782605584526,0.6294601335767018,0.09534603549760287,0.8099588306437171,[0.71240836],0.45234996127324373,0.8485001708333185,0.6451879638177243
258,0.45350531582774867,0.6297397017720126,0.09460993750080017,0.8054124074887278,[0.71432626],0.4521202420767393,0.8370895609846337,0.6448399013729013
259,0.45328501303914726,0.6288740135792725,0.09598789040162024,0.7930677429689496,[0.7169988],0.451679184094274,0.8364628711733537,0.6439956976108586
260,0.4535853751007707,0.6278938706625427,0.09749534903076476,0.8025935513137817,[0.71667445],0.4520334268151364,0.8459559904156058,0.6436679823265327
261,0.45380113996728966,0.629876334767463,0.09664909804943164,0.8155862459704951,[0.72780865],0.45248770639863883,0.8380581415936466,0.6449679891405729
262,0.4537253863778197,0.6279162127825718,0.09815869360818677,0.8083150662520785,[0.71602666],0.45220028374899085,0.8476618826299874,0.6436794049576067
263,0.45380359193702224,0.6282698611806226,0.09797144534280569,0.8125035171842359,[0.7187581],0.4523401373588392,0.8472939480506679,0.6439773519089447
264,0.4533255482747566,0.6276483212616591,0.09700667599283846,0.7959846122800153,[0.71559703],0.451714177115582,0.8334785638064994,0.6429046344183308
265,0.45391787809961337,0.6296917465457865,0.09737676485512925,0.8191530462888207,[0.71508527],0.4525801171389095,0.8444584941492813,0.6449035412881318
266,0.4533313371152849,0.6276130308370741,0.09677322222436723,0.7972547564220531,[0.7156864],0.4517339938826418,0.8326041182432109,0.6428257422663958
267,0.45354810349181585,0.6284234986355591,0.0949954196716608,0.8078453579168424,[0.71902263],0.45214309611911346,0.8395897920202565,0.643920298305649
268,0.45379293496757556,0.6288002205348819,0.09510905621354798,0.813675890153262,[0.7186602],0.4524089750857697,0.8561214787448864,0.644749220624767
269,0.453534483978804,0.6267960899514848,0.09669614048303737,0.8025439747792417,[0.7137466],0.45191811133803605,0.8481682287199807,0.6427001236739002
270,0.453377416814682,0.6271179452361015,0.09581803380989788,0.7998421431083537,[0.7087785],0.45179277341630153,0.8404332522627214,0.6426566917472823
271,0.4535009216632953,0.6272954522356451,0.09572990947842748,0.8053490239584726,[0.71110326],0.4519863857396169,0.8436537782067085,0.6430217518909903
272,0.4535333685034704,0.6274162702339365,0.095321743505109,0.8075312420412197,[0.7191489],0.4520557194610039,0.8456830751051535,0.6432379146337159
273,0.45311409501176886,0.6264677862299719,0.09616385156840249,0.7923491869748713,[0.71688217],0.4514287783792448,0.833927983628185,0.6419408843307379
274,0.45313454045441115,0.6270235717785884,0.09522219691962637,0.795621513962333,[0.71551174],0.4515293318865738,0.8341910727344941,0.642194276732727
275,0.4536930796270774,0.6280250675069012,0.09581071289389638,0.814225079483664,[0.71622574],0.45227023428578883,0.8493220907312808,0.6437936859711577
276,0.45345423389116013,0.6283137564069147,0.09404260530964294,0.8108872705276957,[0.7176335],0.4520978765632406,0.8341164868938347,0.6435891329873681
277,0.4537220731792362,0.6287662047635934,0.0947461515420764,0.817191397220876,[0.71379244],0.45235423615281284,0.847057870321778,0.6442235874483451
278,0.45329237136870565,0.6286349020765399,0.09411220372255286,0.8096589784094231,[0.7210689],0.45198625907947365,0.8288710850082319,0.6433592569553706
279,0.4535230605598122,0.627274131902258,0.0949134865920849,0.8099814407556362,[0.71120274],0.4520551841252039,0.8418806520454128,0.6430071455507003
280,0.45320904096524783,0.6270608949109517,0.09437145538270028,0.8019482966615262,[0.7136964],0.45170813832391865,0.830927455182732,0.6423388303076437
281,0.453650401888652,0.6279450595409923,0.09631620796587173,0.8163630247627879,[0.7106114],0.452275850699125,0.8382630298124533,0.6432603336212076
282,0.45316330360508006,0.6259147080245605,0.09601601848716804,0.7958469267644486,[0.7149966],0.45149980037121834,0.8313746136680756,0.6412700385791807
